1.142923775425364330e-01 2.693769536359657213e+00 -1.922813803735085969e+01 8.051431988581519983e-01 -9.274418965961798156e-01
1.138313888726619205e-01 2.680843710495157239e+00 -1.922495872849299303e+01 7.877948196670899739e-01 -9.674202054024567676e-01
1.133357545217486967e-01 2.700164318292931576e+00 -1.922061320606292512e+01 8.116974849440687922e-01 -9.159114816243386636e-01
1.154910721234628235e-01 2.731795179868336643e+00 -1.922094648615362900e+01 8.494676388381309229e-01 -8.575151615299758667e-01
1.096186697128957166e-01 2.663891931770514976e+00 -1.918560972527566832e+01 7.697461526773170526e-01 -9.612784500902409324e-01
1.096186697128957166e-01 2.663891931770514976e+00 -1.918560972527566832e+01 7.697461526773170526e-01 -9.612784500902409324e-01
1.096186697128957166e-01 2.663891931770514976e+00 -1.918560972527566832e+01 7.697461526773170526e-01 -9.612784500902409324e-01
1.082010897385460302e-01 2.658029218279441608e+00 -1.918710461022318015e+01 7.581240169567200482e-01 -9.791232636825439872e-01
1.082010897385460302e-01 2.658029218279441608e+00 -1.918710461022318015e+01 7.581240169567200482e-01 -9.791232636825439872e-01
1.082010897385460302e-01 2.658029218279441608e+00 -1.918710461022318015e+01 7.581240169567200482e-01 -9.791232636825439872e-01
1.017407480490913202e-01 2.670050461495204086e+00 -1.914097648165328636e+01 7.893610721007087161e-01 -8.262017119214561944e-01
9.401199734094561888e-02 2.623587395372914077e+00 -1.917669880100169877e+01 7.871277355664604292e-01 -8.810527161695732579e-01
9.414440488508656057e-02 2.623783009637353558e+00 -1.917615116460579827e+01 7.859905168552503429e-01 -8.831442648437333176e-01
9.928293002600840911e-02 2.666971985667518474e+00 -1.916281800034202831e+01 7.676922936007988252e-01 -8.995515934891336052e-01
1.019958374541172635e-01 2.661870083913252749e+00 -1.917179784535900922e+01 8.039289341093348584e-01 -8.919775646764792620e-01
8.890627102811030080e-02 2.568633739486140044e+00 -1.916218773206270143e+01 7.569208720069658947e-01 -9.427388056708440045e-01
9.075210245602634285e-02 2.569802453578433177e+00 -1.914921909620475304e+01 7.499210075017912480e-01 -9.442520172660098243e-01
9.685924812923520089e-02 2.560045013245987988e+00 -1.911249574969309606e+01 8.077313053651662411e-01 -8.669021530221854288e-01
